,LogTime,Epc,Rssi,Reader,Ant,TimeStamp,EmitPower,Frequency,Latency
0,2019-11-07-19:20:14,epc_6,-64,2xj6BqqmmTkptv2KxA,1,1573154414351,23.0,865700,199
1,2019-11-07-19:20:14,epc_11,-60,2xj6BqqmmTkptv2KxA,1,1573154414351,23.0,865700,199
2,2019-11-07-19:20:14,epc_3,-61,2xj6BqqmmTkptv2KxA,1,1573154414351,23.0,865700,199
3,2019-11-07-19:20:14,epc_35,-58,2xj6BqqmmTkptv2KxA,1,1573154414452,23.0,865700,98
4,2019-11-07-19:20:14,epc_20,-64,2xj6BqqmmTkptv2KxA,1,1573154414452,23.0,865700,98
5,2019-11-07-19:20:14,epc_123,-80,2xj6BqqmmTkptv2KxA,1,1573154414452,23.0,865700,98
6,2019-11-07-19:20:14,epc_122,-68,2xj6BqqmmTkptv2KxA,1,1573154414452,23.0,865700,98
7,2019-11-07-19:20:14,epc_37,-62,2xj6BqqmmTkptv2KxA,1,1573154414452,23.0,865700,98
8,2019-11-07-19:20:14,epc_128,-63,2xj6BqqmmTkptv2KxA,1,1573154414452,23.0,865700,98
9,2019-11-07-19:20:14,epc_10,-61,2xj6BqqmmTkptv2KxA,1,1573154414452,23.0,865700,98
10,2019-11-07-19:20:14,epc_32,-59,2xj6BqqmmTkptv2KxA,1,1573154414452,23.0,865700,98
11,2019-11-07-19:20:14,epc_18,-55,2xj6BqqmmTkptv2KxA,1,1573154414452,23.0,865700,98
12,2019-11-07-19:20:14,epc_27,-54,2xj6BqqmmTkptv2KxA,1,1573154414452,23.0,865700,98
13,2019-11-07-19:20:14,epc_26,-67,2xj6BqqmmTkptv2KxA,1,1573154414452,23.0,865700,98
14,2019-11-07-19:20:14,epc_38,-58,2xj6BqqmmTkptv2KxA,1,1573154414452,23.0,865700,98
15,2019-11-07-19:20:14,epc_16,-68,2xj6BqqmmTkptv2KxA,1,1573154414452,23.0,865700,98
16,2019-11-07-19:20:14,epc_19,-67,2xj6BqqmmTkptv2KxA,1,1573154414452,23.0,865700,98
17,2019-11-07-19:20:14,epc_21,-61,2xj6BqqmmTkptv2KxA,1,1573154414452,23.0,865700,98
18,2019-11-07-19:20:14,epc_112,-54,2xj6BqqmmTkptv2KxA,3,1573154414452,23.0,867500,98
19,2019-11-07-19:20:14,epc_124,-47,2xj6BqqmmTkptv2KxA,3,1573154414452,23.0,867500,98
20,2019-11-07-19:20:14,epc_106,-57,2xj6BqqmmTkptv2KxA,3,1573154414452,23.0,867500,98
21,2019-11-07-19:20:14,epc_109,-51,2xj6BqqmmTkptv2KxA,3,1573154414452,23.0,867500,98
22,2019-11-07-19:20:14,epc_110,-50,2xj6BqqmmTkptv2KxA,3,1573154414452,23.0,867500,98
23,2019-11-07-19:20:14,epc_122,-42,2xj6BqqmmTkptv2KxA,3,1573154414452,23.0,867500,98
24,2019-11-07-19:20:14,epc_123,-46,2xj6BqqmmTkptv2KxA,3,1573154414491,23.0,867500,59
25,2019-11-07-19:20:14,epc_128,-39,2xj6BqqmmTkptv2KxA,3,1573154414491,23.0,867500,59
26,2019-11-07-19:20:14,epc_113,-49,2xj6BqqmmTkptv2KxA,3,1573154414491,23.0,867500,59
27,2019-11-07-19:20:14,epc_118,-45,2xj6BqqmmTkptv2KxA,3,1573154414491,23.0,867500,59
28,2019-11-07-19:20:14,epc_121,-68,2xj6BqqmmTkptv2KxA,3,1573154414491,23.0,867500,59
29,2019-11-07-19:20:14,epc_115,-45,2xj6BqqmmTkptv2KxA,3,1573154414491,23.0,867500,59
30,2019-11-07-19:20:14,epc_193,-64,2xj6BqqmmTkptv2KxA,3,1573154414491,23.0,867500,59
31,2019-11-07-19:20:14,epc_117,-51,2xj6BqqmmTkptv2KxA,3,1573154414491,23.0,867500,59
32,2019-11-07-19:20:14,epc_111,-53,2xj6BqqmmTkptv2KxA,3,1573154414491,23.0,867500,59
33,2019-11-07-19:20:14,epc_120,-56,2xj6BqqmmTkptv2KxA,3,1573154414491,23.0,867500,59
34,2019-11-07-19:20:14,epc_116,-51,2xj6BqqmmTkptv2KxA,3,1573154414491,23.0,867500,59
35,2019-11-07-19:20:14,epc_6,-66,2xj6BqqmmTkptv2KxA,1,1573154414552,23.0,866900,198
36,2019-11-07-19:20:14,epc_20,-53,2xj6BqqmmTkptv2KxA,1,1573154414552,23.0,866900,198
37,2019-11-07-19:20:14,epc_35,-65,2xj6BqqmmTkptv2KxA,1,1573154414552,23.0,866900,198
38,2019-11-07-19:20:14,epc_33,-63,2xj6BqqmmTkptv2KxA,1,1573154414552,23.0,866900,198
39,2019-11-07-19:20:14,epc_27,-65,2xj6BqqmmTkptv2KxA,1,1573154414552,23.0,866900,198
40,2019-11-07-19:20:14,epc_21,-61,2xj6BqqmmTkptv2KxA,1,1573154414552,23.0,866900,198
41,2019-11-07-19:20:14,epc_106,-67,2xj6BqqmmTkptv2KxA,1,1573154414552,23.0,866900,198
42,2019-11-07-19:20:14,epc_10,-53,2xj6BqqmmTkptv2KxA,1,1573154414552,23.0,866900,198
43,2019-11-07-19:20:14,epc_39,-60,2xj6BqqmmTkptv2KxA,1,1573154414552,23.0,866900,198
44,2019-11-07-19:20:14,epc_32,-53,2xj6BqqmmTkptv2KxA,1,1573154414552,23.0,866900,198
45,2019-11-07-19:20:14,epc_8,-69,2xj6BqqmmTkptv2KxA,1,1573154414552,23.0,866900,198
46,2019-11-07-19:20:14,epc_2,-63,2xj6BqqmmTkptv2KxA,1,1573154414552,23.0,866900,198
47,2019-11-07-19:20:14,epc_37,-58,2xj6BqqmmTkptv2KxA,1,1573154414552,23.0,866900,198
48,2019-11-07-19:20:14,epc_128,-65,2xj6BqqmmTkptv2KxA,1,1573154414590,23.0,866900,160
49,2019-11-07-19:20:14,epc_7,-68,2xj6BqqmmTkptv2KxA,1,1573154414590,23.0,866900,160
50,2019-11-07-19:20:14,epc_4,-73,2xj6BqqmmTkptv2KxA,1,1573154414590,23.0,866900,160
51,2019-11-07-19:20:14,epc_25,-48,2xj6BqqmmTkptv2KxA,1,1573154414590,23.0,866900,160
52,2019-11-07-19:20:14,epc_15,-50,2xj6BqqmmTkptv2KxA,1,1573154414590,23.0,866900,160
53,2019-11-07-19:20:14,epc_38,-53,2xj6BqqmmTkptv2KxA,1,1573154414590,23.0,866900,160
54,2019-11-07-19:20:14,epc_24,-59,2xj6BqqmmTkptv2KxA,1,1573154414590,23.0,866900,160
