,LogTime,Epc,Rssi,Reader,Ant,TimeStamp,EmitPower,Frequency,Latency
0,2019-11-07-18:38:19,epc_20,-50,2xj6BqqmmTkptv2KxA,1,1573151899187,23.0,865700,163
1,2019-11-07-18:38:19,epc_16,-51,2xj6BqqmmTkptv2KxA,1,1573151899187,23.0,865700,163
2,2019-11-07-18:38:19,epc_24,-57,2xj6BqqmmTkptv2KxA,1,1573151899187,23.0,865700,163
3,2019-11-07-18:38:19,epc_3,-53,2xj6BqqmmTkptv2KxA,1,1573151899187,23.0,865700,163
4,2019-11-07-18:38:19,epc_29,-58,2xj6BqqmmTkptv2KxA,1,1573151899187,23.0,865700,163
5,2019-11-07-18:38:19,epc_22,-55,2xj6BqqmmTkptv2KxA,1,1573151899187,23.0,865700,163
6,2019-11-07-18:38:19,epc_25,-55,2xj6BqqmmTkptv2KxA,1,1573151899187,23.0,865700,163
7,2019-11-07-18:38:19,epc_30,-49,2xj6BqqmmTkptv2KxA,1,1573151899187,23.0,865700,163
8,2019-11-07-18:38:19,epc_17,-63,2xj6BqqmmTkptv2KxA,1,1573151899187,23.0,865700,163
9,2019-11-07-18:38:19,epc_35,-60,2xj6BqqmmTkptv2KxA,1,1573151899187,23.0,865700,163
10,2019-11-07-18:38:19,epc_13,-63,2xj6BqqmmTkptv2KxA,1,1573151899187,23.0,865700,163
11,2019-11-07-18:38:19,epc_2,-44,2xj6BqqmmTkptv2KxA,1,1573151899187,23.0,865700,163
12,2019-11-07-18:38:19,epc_15,-57,2xj6BqqmmTkptv2KxA,1,1573151899187,23.0,865700,163
13,2019-11-07-18:38:19,epc_26,-65,2xj6BqqmmTkptv2KxA,1,1573151899187,23.0,865700,163
14,2019-11-07-18:38:19,epc_14,-66,2xj6BqqmmTkptv2KxA,1,1573151899187,23.0,865700,163
15,2019-11-07-18:38:19,epc_33,-63,2xj6BqqmmTkptv2KxA,1,1573151899187,23.0,865700,163
16,2019-11-07-18:38:19,epc_28,-58,2xj6BqqmmTkptv2KxA,1,1573151899187,23.0,865700,163
17,2019-11-07-18:38:19,epc_31,-50,2xj6BqqmmTkptv2KxA,1,1573151899187,23.0,865700,163
18,2019-11-07-18:38:19,epc_0,-56,2xj6BqqmmTkptv2KxA,1,1573151899187,23.0,865700,163
19,2019-11-07-18:38:19,epc_37,-59,2xj6BqqmmTkptv2KxA,1,1573151899187,23.0,865700,163
20,2019-11-07-18:38:19,epc_4,-66,2xj6BqqmmTkptv2KxA,1,1573151899187,23.0,865700,163
21,2019-11-07-18:38:19,epc_22,-45,2xj6BqqmmTkptv2KxA,1,1573151899187,23.0,867500,163
22,2019-11-07-18:38:19,epc_31,-51,2xj6BqqmmTkptv2KxA,1,1573151899304,23.0,867500,46
23,2019-11-07-18:38:19,epc_32,-57,2xj6BqqmmTkptv2KxA,1,1573151899304,23.0,867500,46
24,2019-11-07-18:38:19,epc_7,-56,2xj6BqqmmTkptv2KxA,1,1573151899304,23.0,867500,46
25,2019-11-07-18:38:19,epc_39,-68,2xj6BqqmmTkptv2KxA,1,1573151899304,23.0,867500,46
26,2019-11-07-18:38:19,epc_24,-60,2xj6BqqmmTkptv2KxA,1,1573151899304,23.0,867500,46
27,2019-11-07-18:38:19,epc_37,-68,2xj6BqqmmTkptv2KxA,1,1573151899304,23.0,867500,46
28,2019-11-07-18:38:19,epc_1,-45,2xj6BqqmmTkptv2KxA,1,1573151899304,23.0,867500,46
29,2019-11-07-18:38:19,epc_30,-49,2xj6BqqmmTkptv2KxA,1,1573151899304,23.0,867500,46
30,2019-11-07-18:38:19,epc_5,-58,2xj6BqqmmTkptv2KxA,1,1573151899304,23.0,867500,46
31,2019-11-07-18:38:19,epc_18,-54,2xj6BqqmmTkptv2KxA,1,1573151899304,23.0,867500,46
33,2019-11-07-18:38:19,epc_17,-49,2xj6BqqmmTkptv2KxA,1,1573151899304,23.0,867500,46
34,2019-11-07-18:38:19,epc_3,-53,2xj6BqqmmTkptv2KxA,1,1573151899304,23.0,867500,46
35,2019-11-07-18:38:19,epc_6,-53,2xj6BqqmmTkptv2KxA,1,1573151899304,23.0,867500,46
36,2019-11-07-18:38:19,epc_8,-53,2xj6BqqmmTkptv2KxA,1,1573151899304,23.0,867500,46
37,2019-11-07-18:38:19,epc_28,-64,2xj6BqqmmTkptv2KxA,1,1573151899304,23.0,867500,46
38,2019-11-07-18:38:19,epc_36,-57,2xj6BqqmmTkptv2KxA,1,1573151899304,23.0,867500,46
39,2019-11-07-18:38:19,epc_2,-51,2xj6BqqmmTkptv2KxA,1,1573151899304,23.0,867500,46
40,2019-11-07-18:38:19,epc_23,-55,2xj6BqqmmTkptv2KxA,1,1573151899304,23.0,867500,46
44,2019-11-07-18:38:19,epc_30,-66,2xj6BqqmmTkptv2KxA,4,1573151899325,23.0,866900,25
45,2019-11-07-18:38:19,epc_8,-60,2xj6BqqmmTkptv2KxA,1,1573151899406,23.0,865700,144
46,2019-11-07-18:38:19,epc_26,-64,2xj6BqqmmTkptv2KxA,1,1573151899406,23.0,865700,144
47,2019-11-07-18:38:19,epc_39,-61,2xj6BqqmmTkptv2KxA,1,1573151899406,23.0,865700,144
48,2019-11-07-18:38:19,epc_0,-64,2xj6BqqmmTkptv2KxA,1,1573151899466,23.0,865700,84
