,LogTime,Epc,Rssi,Reader,Ant,TimeStamp,EmitPower,Frequency,Latency
0,2019-11-07-19:10:51,epc_47,-55,2xj6BqqmmTkptv2KxA,4,1573153851622,23.0,866300,128
1,2019-11-07-19:10:51,epc_66,-47,2xj6BqqmmTkptv2KxA,4,1573153851622,23.0,866300,128
2,2019-11-07-19:10:51,epc_56,-44,2xj6BqqmmTkptv2KxA,4,1573153851622,23.0,866300,128
3,2019-11-07-19:10:51,epc_79,-45,2xj6BqqmmTkptv2KxA,4,1573153851622,23.0,866300,128
4,2019-11-07-19:10:51,epc_72,-48,2xj6BqqmmTkptv2KxA,4,1573153851622,23.0,866300,128
5,2019-11-07-19:10:51,epc_54,-61,2xj6BqqmmTkptv2KxA,4,1573153851622,23.0,866300,128
6,2019-11-07-19:10:51,epc_67,-49,2xj6BqqmmTkptv2KxA,4,1573153851622,23.0,866300,128
7,2019-11-07-19:10:51,epc_78,-45,2xj6BqqmmTkptv2KxA,4,1573153851622,23.0,866300,128
8,2019-11-07-19:10:51,epc_48,-61,2xj6BqqmmTkptv2KxA,4,1573153851622,23.0,866300,128
9,2019-11-07-19:10:51,epc_76,-57,2xj6BqqmmTkptv2KxA,4,1573153851622,23.0,866300,128
10,2019-11-07-19:10:51,epc_58,-57,2xj6BqqmmTkptv2KxA,4,1573153851622,23.0,866300,128
11,2019-11-07-19:10:51,epc_64,-44,2xj6BqqmmTkptv2KxA,4,1573153851622,23.0,866300,128
12,2019-11-07-19:10:51,epc_59,-48,2xj6BqqmmTkptv2KxA,4,1573153851622,23.0,866300,128
13,2019-11-07-19:10:51,epc_75,-44,2xj6BqqmmTkptv2KxA,4,1573153851622,23.0,866300,128
14,2019-11-07-19:10:51,epc_73,-48,2xj6BqqmmTkptv2KxA,4,1573153851622,23.0,866300,128
15,2019-11-07-19:10:51,epc_44,-64,2xj6BqqmmTkptv2KxA,4,1573153851622,23.0,866300,128
16,2019-11-07-19:10:51,epc_40,-55,2xj6BqqmmTkptv2KxA,4,1573153851622,23.0,866300,128
17,2019-11-07-19:10:51,epc_57,-61,2xj6BqqmmTkptv2KxA,4,1573153851640,23.0,866300,110
18,2019-11-07-19:10:51,epc_63,-52,2xj6BqqmmTkptv2KxA,4,1573153851640,23.0,866300,110
19,2019-11-07-19:10:51,epc_49,-47,2xj6BqqmmTkptv2KxA,4,1573153851640,23.0,866300,110
20,2019-11-07-19:10:51,epc_45,-47,2xj6BqqmmTkptv2KxA,4,1573153851640,23.0,866300,110
21,2019-11-07-19:10:51,epc_122,-67,2xj6BqqmmTkptv2KxA,1,1573153851719,23.0,867500,31
22,2019-11-07-19:10:51,epc_197,-47,2xj6BqqmmTkptv2KxA,1,1573153851719,23.0,867500,31
23,2019-11-07-19:10:51,epc_193,-52,2xj6BqqmmTkptv2KxA,1,1573153851719,23.0,867500,31
24,2019-11-07-19:10:51,epc_195,-53,2xj6BqqmmTkptv2KxA,1,1573153851719,23.0,867500,31
25,2019-11-07-19:10:51,epc_128,-69,2xj6BqqmmTkptv2KxA,1,1573153851719,23.0,867500,31
26,2019-11-07-19:10:51,epc_200,-45,2xj6BqqmmTkptv2KxA,1,1573153851719,23.0,867500,31
27,2019-11-07-19:10:51,epc_192,-54,2xj6BqqmmTkptv2KxA,1,1573153851760,23.0,867500,190
28,2019-11-07-19:10:51,epc_196,-55,2xj6BqqmmTkptv2KxA,1,1573153851760,23.0,867500,190
29,2019-11-07-19:10:51,epc_56,-67,2xj6BqqmmTkptv2KxA,1,1573153851760,23.0,867500,190
30,2019-11-07-19:10:51,epc_201,-43,2xj6BqqmmTkptv2KxA,1,1573153851760,23.0,867500,190
31,2019-11-07-19:10:51,epc_59,-72,2xj6BqqmmTkptv2KxA,1,1573153851760,23.0,867500,190
32,2019-11-07-19:10:51,epc_64,-75,2xj6BqqmmTkptv2KxA,1,1573153851760,23.0,867500,190
33,2019-11-07-19:10:51,epc_201,-51,2xj6BqqmmTkptv2KxA,1,1573153851820,23.0,866900,130
34,2019-11-07-19:10:51,epc_200,-61,2xj6BqqmmTkptv2KxA,1,1573153851820,23.0,866900,130
35,2019-11-07-19:10:51,epc_198,-48,2xj6BqqmmTkptv2KxA,1,1573153851820,23.0,866900,130
36,2019-11-07-19:10:51,epc_193,-57,2xj6BqqmmTkptv2KxA,1,1573153851820,23.0,866900,130
37,2019-11-07-19:10:51,epc_199,-47,2xj6BqqmmTkptv2KxA,1,1573153851820,23.0,866900,130
38,2019-11-07-19:10:51,epc_192,-60,2xj6BqqmmTkptv2KxA,1,1573153851820,23.0,866900,130
39,2019-11-07-19:10:51,epc_63,-71,2xj6BqqmmTkptv2KxA,1,1573153851820,23.0,866900,130
40,2019-11-07-19:10:51,epc_55,-63,2xj6BqqmmTkptv2KxA,3,1573153851820,23.0,866300,130
41,2019-11-07-19:10:51,epc_102,-63,2xj6BqqmmTkptv2KxA,3,1573153851922,23.0,866300,28
42,2019-11-07-19:10:51,epc_49,-56,2xj6BqqmmTkptv2KxA,3,1573153851922,23.0,866300,28
43,2019-11-07-19:10:51,epc_72,-57,2xj6BqqmmTkptv2KxA,3,1573153851922,23.0,866300,28
44,2019-11-07-19:10:51,epc_50,-52,2xj6BqqmmTkptv2KxA,3,1573153851922,23.0,866300,28
45,2019-11-07-19:10:51,epc_69,-47,2xj6BqqmmTkptv2KxA,3,1573153851922,23.0,866300,28
46,2019-11-07-19:10:51,epc_74,-55,2xj6BqqmmTkptv2KxA,3,1573153851922,23.0,866300,28
47,2019-11-07-19:10:51,epc_75,-46,2xj6BqqmmTkptv2KxA,3,1573153851922,23.0,866300,28
48,2019-11-07-19:10:51,epc_51,-58,2xj6BqqmmTkptv2KxA,3,1573153851922,23.0,866300,28
49,2019-11-07-19:10:51,epc_48,-56,2xj6BqqmmTkptv2KxA,3,1573153851922,23.0,866300,28
50,2019-11-07-19:10:51,epc_52,-46,2xj6BqqmmTkptv2KxA,3,1573153851922,23.0,866300,28
51,2019-11-07-19:10:51,epc_58,-55,2xj6BqqmmTkptv2KxA,3,1573153851922,23.0,866300,28
52,2019-11-07-19:10:51,epc_71,-52,2xj6BqqmmTkptv2KxA,3,1573153851922,23.0,866300,28
53,2019-11-07-19:10:51,epc_61,-59,2xj6BqqmmTkptv2KxA,3,1573153851922,23.0,866300,28
54,2019-11-07-19:10:51,epc_56,-48,2xj6BqqmmTkptv2KxA,3,1573153851922,23.0,866300,28
55,2019-11-07-19:10:51,epc_67,-49,2xj6BqqmmTkptv2KxA,3,1573153851922,23.0,866300,28
56,2019-11-07-19:10:51,epc_70,-63,2xj6BqqmmTkptv2KxA,3,1573153851922,23.0,866300,28
57,2019-11-07-19:10:51,epc_66,-49,2xj6BqqmmTkptv2KxA,3,1573153851922,23.0,866300,28
58,2019-11-07-19:10:51,epc_57,-54,2xj6BqqmmTkptv2KxA,3,1573153851922,23.0,866300,28
59,2019-11-07-19:10:51,epc_59,-43,2xj6BqqmmTkptv2KxA,3,1573153851922,23.0,866300,28
60,2019-11-07-19:10:51,epc_53,-52,2xj6BqqmmTkptv2KxA,3,1573153851922,23.0,866300,28
61,2019-11-07-19:10:51,epc_201,-59,2xj6BqqmmTkptv2KxA,1,1573153851922,23.0,865700,28
62,2019-11-07-19:10:52,epc_197,-59,2xj6BqqmmTkptv2KxA,1,1573153852020,23.0,865700,130
63,2019-11-07-19:10:52,epc_51,-72,2xj6BqqmmTkptv2KxA,1,1573153852020,23.0,865700,130
64,2019-11-07-19:10:52,epc_196,-61,2xj6BqqmmTkptv2KxA,1,1573153852020,23.0,865700,130
65,2019-11-07-19:10:52,epc_200,-61,2xj6BqqmmTkptv2KxA,1,1573153852020,23.0,865700,130
66,2019-11-07-19:10:52,epc_198,-45,2xj6BqqmmTkptv2KxA,1,1573153852020,23.0,865700,130
67,2019-11-07-19:10:52,epc_194,-50,2xj6BqqmmTkptv2KxA,1,1573153852020,23.0,865700,130
68,2019-11-07-19:10:52,epc_199,-45,2xj6BqqmmTkptv2KxA,1,1573153852020,23.0,865700,130
69,2019-11-07-19:10:52,epc_193,-54,2xj6BqqmmTkptv2KxA,1,1573153852020,23.0,865700,130
70,2019-11-07-19:10:52,epc_56,-72,2xj6BqqmmTkptv2KxA,1,1573153852020,23.0,865700,130
71,2019-11-07-19:10:52,epc_109,-68,2xj6BqqmmTkptv2KxA,1,1573153852020,23.0,865700,130
72,2019-11-07-19:10:52,epc_64,-74,2xj6BqqmmTkptv2KxA,1,1573153852020,23.0,867500,130
73,2019-11-07-19:10:52,epc_56,-68,2xj6BqqmmTkptv2KxA,1,1573153852020,23.0,867500,130
74,2019-11-07-19:10:52,epc_193,-49,2xj6BqqmmTkptv2KxA,1,1573153852020,23.0,867500,130
75,2019-11-07-19:10:52,epc_200,-54,2xj6BqqmmTkptv2KxA,1,1573153852020,23.0,867500,130
76,2019-11-07-19:10:52,epc_197,-59,2xj6BqqmmTkptv2KxA,1,1573153852020,23.0,867500,130
77,2019-11-07-19:10:52,epc_196,-56,2xj6BqqmmTkptv2KxA,1,1573153852020,23.0,867500,130
78,2019-11-07-19:10:52,epc_122,-71,2xj6BqqmmTkptv2KxA,1,1573153852020,23.0,867500,130
79,2019-11-07-19:10:52,epc_192,-59,2xj6BqqmmTkptv2KxA,1,1573153852020,23.0,867500,130
80,2019-11-07-19:10:52,epc_198,-46,2xj6BqqmmTkptv2KxA,1,1573153852042,23.0,867500,108
81,2019-11-07-19:10:52,epc_195,-60,2xj6BqqmmTkptv2KxA,1,1573153852042,23.0,867500,108
82,2019-11-07-19:10:52,epc_79,-45,2xj6BqqmmTkptv2KxA,4,1573153852182,23.0,866900,168
83,2019-11-07-19:10:52,epc_66,-48,2xj6BqqmmTkptv2KxA,4,1573153852182,23.0,866900,168
84,2019-11-07-19:10:52,epc_76,-57,2xj6BqqmmTkptv2KxA,4,1573153852182,23.0,866900,168
85,2019-11-07-19:10:52,epc_75,-44,2xj6BqqmmTkptv2KxA,4,1573153852182,23.0,866900,168
86,2019-11-07-19:10:52,epc_69,-54,2xj6BqqmmTkptv2KxA,4,1573153852182,23.0,866900,168
87,2019-11-07-19:10:52,epc_72,-49,2xj6BqqmmTkptv2KxA,4,1573153852182,23.0,866900,168
88,2019-11-07-19:10:52,epc_59,-48,2xj6BqqmmTkptv2KxA,4,1573153852182,23.0,866900,168
