,LogTime,Epc,Rssi,Reader,Ant,TimeStamp,EmitPower,Frequency,Latency
26837,2019-11-07-15:32:10,epc_100,-69,2xj6BqqmmTkptv2KxA,3,1573140730462,23.0,867500,97
26838,2019-11-07-15:32:10,epc_97,-69,2xj6BqqmmTkptv2KxA,3,1573140730502,23.0,867500,57
26839,2019-11-07-15:32:10,epc_97,-65,2xj6BqqmmTkptv2KxA,3,1573140730783,23.0,866300,176
26841,2019-11-07-15:32:10,epc_99,-70,2xj6BqqmmTkptv2KxA,3,1573140730861,23.0,866300,98
26842,2019-11-07-15:32:10,epc_100,-66,2xj6BqqmmTkptv2KxA,3,1573140730861,23.0,866300,98
26843,2019-11-07-15:32:10,epc_91,-70,2xj6BqqmmTkptv2KxA,3,1573140730861,23.0,866300,98
26844,2019-11-07-15:32:10,epc_92,-69,2xj6BqqmmTkptv2KxA,4,1573140730922,23.0,866900,37
26845,2019-11-07-15:32:11,epc_94,-66,2xj6BqqmmTkptv2KxA,3,1573140731084,23.0,867500,75
26846,2019-11-07-15:32:11,epc_100,-66,2xj6BqqmmTkptv2KxA,3,1573140731121,23.0,867500,38
26847,2019-11-07-15:32:11,epc_97,-66,2xj6BqqmmTkptv2KxA,3,1573140731121,23.0,867500,38
26848,2019-11-07-15:32:11,epc_105,-64,2xj6BqqmmTkptv2KxA,3,1573140731121,23.0,867500,38
26849,2019-11-07-15:32:11,epc_99,-66,2xj6BqqmmTkptv2KxA,3,1573140731121,23.0,867500,38
26850,2019-11-07-15:32:11,epc_91,-65,2xj6BqqmmTkptv2KxA,3,1573140731121,23.0,867500,38
26851,2019-11-07-15:32:11,epc_93,-69,2xj6BqqmmTkptv2KxA,3,1573140731383,23.0,866300,176
26852,2019-11-07-15:32:11,epc_105,-64,2xj6BqqmmTkptv2KxA,3,1573140731423,23.0,866300,136
26853,2019-11-07-15:32:11,epc_94,-63,2xj6BqqmmTkptv2KxA,3,1573140731423,23.0,866300,136
26854,2019-11-07-15:32:11,epc_97,-64,2xj6BqqmmTkptv2KxA,3,1573140731423,23.0,866300,136
26855,2019-11-07-15:32:11,epc_91,-61,2xj6BqqmmTkptv2KxA,3,1573140731423,23.0,866300,136
26856,2019-11-07-15:32:11,epc_99,-68,2xj6BqqmmTkptv2KxA,3,1573140731423,23.0,866300,136
26857,2019-11-07-15:32:11,epc_100,-66,2xj6BqqmmTkptv2KxA,3,1573140731423,23.0,866300,136
26858,2019-11-07-15:32:11,epc_91,-66,2xj6BqqmmTkptv2KxA,3,1573140731703,23.0,867500,56
26859,2019-11-07-15:32:11,epc_97,-64,2xj6BqqmmTkptv2KxA,3,1573140731782,23.0,867500,177
26860,2019-11-07-15:32:11,epc_100,-66,2xj6BqqmmTkptv2KxA,3,1573140731782,23.0,867500,177
26861,2019-11-07-15:32:11,epc_99,-67,2xj6BqqmmTkptv2KxA,3,1573140731782,23.0,867500,177
26862,2019-11-07-15:32:11,epc_105,-66,2xj6BqqmmTkptv2KxA,3,1573140731782,23.0,867500,177
26863,2019-11-07-15:32:11,epc_94,-65,2xj6BqqmmTkptv2KxA,3,1573140731782,23.0,867500,177
26864,2019-11-07-15:32:12,epc_97,-66,2xj6BqqmmTkptv2KxA,3,1573140732002,23.0,866300,157
26865,2019-11-07-15:32:12,epc_100,-66,2xj6BqqmmTkptv2KxA,3,1573140732023,23.0,866300,136
26866,2019-11-07-15:32:12,epc_99,-69,2xj6BqqmmTkptv2KxA,3,1573140732023,23.0,866300,136
26867,2019-11-07-15:32:12,epc_100,-71,2xj6BqqmmTkptv2KxA,3,1573140732322,23.0,867500,37
26868,2019-11-07-15:32:20,epc_105,-67,2xj6BqqmmTkptv2KxA,1,1573140740163,23.0,865700,196
26869,2019-11-07-15:32:20,epc_97,-69,2xj6BqqmmTkptv2KxA,1,1573140740263,23.0,866900,96
26870,2019-11-07-15:32:20,epc_105,-67,2xj6BqqmmTkptv2KxA,1,1573140740263,23.0,866900,96
26871,2019-11-07-15:32:20,epc_97,-62,2xj6BqqmmTkptv2KxA,1,1573140740323,23.0,866300,36
26872,2019-11-07-15:32:20,epc_97,-68,2xj6BqqmmTkptv2KxA,1,1573140740422,23.0,867500,137
26873,2019-11-07-15:32:20,epc_97,-66,2xj6BqqmmTkptv2KxA,1,1573140740522,23.0,866900,37
26874,2019-11-07-15:32:20,epc_105,-70,2xj6BqqmmTkptv2KxA,3,1573140740522,23.0,866300,37
26875,2019-11-07-15:32:20,epc_97,-68,2xj6BqqmmTkptv2KxA,3,1573140740585,23.0,866300,174
26876,2019-11-07-15:32:20,epc_97,-67,2xj6BqqmmTkptv2KxA,1,1573140740642,23.0,865700,117
26877,2019-11-07-15:32:20,epc_105,-69,2xj6BqqmmTkptv2KxA,1,1573140740642,23.0,865700,117
26878,2019-11-07-15:32:20,epc_97,-61,2xj6BqqmmTkptv2KxA,1,1573140740642,23.0,867500,117
26879,2019-11-07-15:32:20,epc_97,-68,2xj6BqqmmTkptv2KxA,1,1573140740763,23.0,866300,196
26880,2019-11-07-15:32:20,epc_97,-64,2xj6BqqmmTkptv2KxA,1,1573140740823,23.0,865700,136
26881,2019-11-07-15:32:20,epc_105,-68,2xj6BqqmmTkptv2KxA,3,1573140740883,23.0,867500,76
26882,2019-11-07-15:32:20,epc_97,-66,2xj6BqqmmTkptv2KxA,3,1573140740883,23.0,867500,76
26883,2019-11-07-15:32:20,epc_105,-67,2xj6BqqmmTkptv2KxA,1,1573140740942,23.0,866900,17
26884,2019-11-07-15:32:20,epc_97,-67,2xj6BqqmmTkptv2KxA,1,1573140740942,23.0,866900,17
26885,2019-11-07-15:32:21,epc_97,-62,2xj6BqqmmTkptv2KxA,1,1573140741042,23.0,866300,117
26886,2019-11-07-15:32:21,epc_97,-65,2xj6BqqmmTkptv2KxA,1,1573140741144,23.0,866900,15
26887,2019-11-07-15:32:21,epc_105,-70,2xj6BqqmmTkptv2KxA,1,1573140741262,23.0,866900,97
26888,2019-11-07-15:32:21,epc_105,-67,2xj6BqqmmTkptv2KxA,3,1573140741262,23.0,866300,97
26889,2019-11-07-15:32:21,epc_97,-65,2xj6BqqmmTkptv2KxA,3,1573140741262,23.0,866300,97
